pdb_id,chain,protein,is_actin
9azq,9azq_B,"Actin, alpha skeletal muscle",True
9azq,9azq_C,"Actin, alpha skeletal muscle",True
9azq,9azq_D,"Actin, alpha skeletal muscle",True
9azq,9azq_E,"Actin, alpha skeletal muscle",True
9azq,9azq_F,"Actin, alpha skeletal muscle",True
9azq,9azq_H,Inverted formin-2,False
9azq,9azq_I,"Actin, alpha skeletal muscle",True
9azq,9azq_G,Inverted formin-2,False
8oi8,8oi8_C,"Actin, cytoplasmic 1",True
8oi8,8oi8_A,"Actin, cytoplasmic 1",True
8oi8,8oi8_B,"Actin, cytoplasmic 1",True
8oi8,8oi8_D,"Actin, cytoplasmic 1",True
8oi8,8oi8_E,"Actin, cytoplasmic 1",True
6c1h,6c1h_A,"Actin, alpha skeletal muscle",True
6c1h,6c1h_B,"Actin, alpha skeletal muscle",True
6c1h,6c1h_C,"Actin, alpha skeletal muscle",True
6c1h,6c1h_D,"Actin, alpha skeletal muscle",True
6c1h,6c1h_P,Unconventional myosin-Ib,False
6c1h,6c1h_E,"Actin, alpha skeletal muscle",True
6c1h,6c1h_R,Calmodulin,False
9azp,9azp_A,"Actin, alpha skeletal muscle",True
9azp,9azp_B,"Actin, alpha skeletal muscle",True
9azp,9azp_C,"Actin, alpha skeletal muscle",True
9azp,9azp_D,"Actin, alpha skeletal muscle",True
9azp,9azp_E,"Actin, alpha skeletal muscle",True
9azp,9azp_F,"Actin, alpha skeletal muscle",True
9azp,9azp_G,Inverted formin-2,False
9azp,9azp_H,Inverted formin-2,False
9azp,9azp_I,"Actin, alpha skeletal muscle",True
9azp,9azp_J,Profilin-1,False
8dnf,8dnf_A,"Actin, cytoplasmic 2, N-terminally processed",True
8dnf,8dnf_B,"Actin, cytoplasmic 2, N-terminally processed",True
8dnf,8dnf_C,"Actin, cytoplasmic 2, N-terminally processed",True
8dnf,8dnf_D,"Actin, cytoplasmic 2, N-terminally processed",True
6upw,6upw_C,"Actin, alpha skeletal muscle",True
6upw,6upw_B,"Actin, alpha skeletal muscle",True
6upw,6upw_A,"Actin, alpha skeletal muscle",True
6upw,6upw_E,"Actin, alpha skeletal muscle",True
6upw,6upw_D,"Actin, alpha skeletal muscle",True
6upw,6upw_M,Vinculin,False
6upw,6upw_L,Vinculin,False
5jlh,5jlh_B,"Actin, cytoplasmic 2",True
5jlh,5jlh_A,"Actin, cytoplasmic 2",True
5jlh,5jlh_D,"Actin, cytoplasmic 2",True
5jlh,5jlh_C,"Actin, cytoplasmic 2",True
5jlh,5jlh_F,"Myosin-14,Alpha-actinin A",False
5jlh,5jlh_E,"Actin, cytoplasmic 2",True
5jlh,5jlh_G,"Myosin-14,Alpha-actinin A",False
8r3h,8r3h_F,"Actin, alpha skeletal muscle",True
8r3h,8r3h_H,"Actin, alpha skeletal muscle",True
8r3h,8r3h_I,"Actin, alpha skeletal muscle",True
8r3h,8r3h_J,"Actin, alpha skeletal muscle",True
8r3h,8r3h_G,"Actin, alpha skeletal muscle",True
7p1g,7p1g_M,"Maltose/maltodextrin-binding periplasmic protein,Adenylate cyclase ExoY",False
7p1g,7p1g_C,"Actin, alpha skeletal muscle",True
7p1g,7p1g_A,"Actin, alpha skeletal muscle",True
7p1g,7p1g_B,"Actin, alpha skeletal muscle",True
7p1g,7p1g_D,"Actin, alpha skeletal muscle",True
7p1g,7p1g_O,"Maltose/maltodextrin-binding periplasmic protein,Adenylate cyclase ExoY",False
7p1g,7p1g_E,"Actin, alpha skeletal muscle",True
7p1g,7p1g_K,"Maltose/maltodextrin-binding periplasmic protein,Adenylate cyclase ExoY",False
7p1g,7p1g_L,"Maltose/maltodextrin-binding periplasmic protein,Adenylate cyclase ExoY",False
7p1g,7p1g_N,"Maltose/maltodextrin-binding periplasmic protein,Adenylate cyclase ExoY",False
6upv,6upv_L,Catenin alpha-1,False
6upv,6upv_M,Catenin alpha-1,False
6upv,6upv_C,"Actin, alpha skeletal muscle",True
6upv,6upv_A,"Actin, alpha skeletal muscle",True
6upv,6upv_E,"Actin, alpha skeletal muscle",True
6upv,6upv_B,"Actin, alpha skeletal muscle",True
6upv,6upv_D,"Actin, alpha skeletal muscle",True
9az4,9az4_A,"Actin, alpha skeletal muscle",True
9az4,9az4_B,"Actin, alpha skeletal muscle",True
9az4,9az4_C,"Actin, alpha skeletal muscle",True
9az4,9az4_D,"Actin, alpha skeletal muscle",True
9az4,9az4_G,Inverted formin-2,False
9az4,9az4_E,"Actin, alpha skeletal muscle",True
9az4,9az4_H,Inverted formin-2,False
9az4,9az4_F,"Actin, alpha skeletal muscle",True
8zb7,8zb7_M,Myosin-7,False
8zb7,8zb7_B,"Actin, alpha cardiac muscle 1",True
8zb7,8zb7_F,"Actin, alpha cardiac muscle 1",True
8zb7,8zb7_D,"Actin, alpha cardiac muscle 1",True
8zb7,8zb7_P,Tropomyosin alpha-1 chain,False
8zb7,8zb7_H,Myosin-7,False
8zb7,8zb7_C,"Actin, alpha cardiac muscle 1",True
8zb7,8zb7_E,"Actin, alpha cardiac muscle 1",True
8zb7,8zb7_G,Myosin-7,False
8zb7,8zb7_A,"Actin, alpha cardiac muscle 1",True
8zb7,8zb7_I,Myosin-7,False
8zb7,8zb7_J,Myosin-7,False
8zb7,8zb7_L,Tropomyosin alpha-1 chain,False
8zb7,8zb7_K,Myosin-7,False
8zb7,8zb7_N,Tropomyosin alpha-1 chain,False
8zb7,8zb7_O,Tropomyosin alpha-1 chain,False
6t1y,6t1y_C,"Actin, alpha skeletal muscle",True
6t1y,6t1y_B,"Actin, alpha skeletal muscle",True
6t1y,6t1y_A,"Actin, alpha skeletal muscle",True
6t1y,6t1y_E,"Actin, alpha skeletal muscle",True
6t1y,6t1y_D,"Actin, alpha skeletal muscle",True
8d16,8d16_A,"Actin, alpha skeletal muscle, intermediate form",True
8d16,8d16_B,"Actin, alpha skeletal muscle, intermediate form",True
8d16,8d16_C,"Actin, alpha skeletal muscle, intermediate form",True
8d16,8d16_D,"Actin, alpha skeletal muscle, intermediate form",True
8d16,8d16_E,"Actin, alpha skeletal muscle, intermediate form",True
8d16,8d16_F,"Actin, alpha skeletal muscle, intermediate form",True
8d16,8d16_G,"Actin, alpha skeletal muscle, intermediate form",True
6t20,6t20_C,"Actin, alpha skeletal muscle",True
6t20,6t20_B,"Actin, alpha skeletal muscle",True
6t20,6t20_A,"Actin, alpha skeletal muscle",True
6t20,6t20_E,"Actin, alpha skeletal muscle",True
6t20,6t20_D,"Actin, alpha skeletal muscle",True
7r8v,7r8v_B,"Actin, alpha skeletal muscle, intermediate form",True
7r8v,7r8v_A,"Actin, alpha skeletal muscle, intermediate form",True
7r8v,7r8v_C,"Actin, alpha skeletal muscle, intermediate form",True
7r8v,7r8v_D,"Actin, alpha skeletal muscle, intermediate form",True
7r8v,7r8v_E,"Actin, alpha skeletal muscle, intermediate form",True
6t23,6t23_D,"Actin, alpha skeletal muscle",True
6t23,6t23_E,"Actin, alpha skeletal muscle",True
6t23,6t23_B,"Actin, alpha skeletal muscle",True
6t23,6t23_C,"Actin, alpha skeletal muscle",True
6t23,6t23_A,"Actin, alpha skeletal muscle",True
7ahn,7ahn_C,"Actin, alpha skeletal muscle",True
7ahn,7ahn_A,"Actin, alpha skeletal muscle",True
7ahn,7ahn_E,"Actin, alpha skeletal muscle",True
7ahn,7ahn_D,"Actin, alpha skeletal muscle",True
7ahn,7ahn_B,"Actin, alpha skeletal muscle",True
9p1i,9p1i_Q,"Actin, cytoplasmic 1",True
9p1i,9p1i_R,"Actin, cytoplasmic 1",True
9p1i,9p1i_S,"Actin, cytoplasmic 1",True
9p1i,9p1i_T,"Actin, cytoplasmic 1",True
9p1i,9p1i_W,"Actin, cytoplasmic 1",True
9p1i,9p1i_c,VopV,False
9p1i,9p1i_f,VopV,False
9p1i,9p1i_g,VopV,False
9p1i,9p1i_X,"Actin, cytoplasmic 1",True
9p1i,9p1i_i,VopV,False
9p1i,9p1i_U,"Actin, cytoplasmic 1",True
9p1i,9p1i_V,"Actin, cytoplasmic 1",True
9p1i,9p1i_d,VopV,False
9p1i,9p1i_h,VopV,False
9p1i,9p1i_e,VopV,False
9p1i,9p1i_Y,"Actin, cytoplasmic 1",True
9p1i,9p1i_j,VopV,False
9p1i,9p1i_Z,"Actin, cytoplasmic 1",True
9p1i,9p1i_k,VopV,False
9p1i,9p1i_a,"Actin, cytoplasmic 1",True
9p1i,9p1i_l,VopV,False
9p1i,9p1i_b,"Actin, cytoplasmic 1",True
9p1i,9p1i_m,VopV,False
9p1i,9p1i_n,VopV,False
6t24,6t24_E,"Actin, alpha skeletal muscle",True
6t24,6t24_D,"Actin, alpha skeletal muscle",True
6t24,6t24_C,"Actin, alpha skeletal muscle",True
6t24,6t24_B,"Actin, alpha skeletal muscle",True
6t24,6t24_A,"Actin, alpha skeletal muscle",True
7ahq,7ahq_A,"Actin, alpha skeletal muscle",True
7ahq,7ahq_B,"Actin, alpha skeletal muscle",True
7ahq,7ahq_C,"Actin, alpha skeletal muscle",True
7ahq,7ahq_D,"Actin, alpha skeletal muscle",True
7ahq,7ahq_E,"Actin, alpha skeletal muscle",True
6t25,6t25_D,"Actin, alpha skeletal muscle",True
6t25,6t25_E,"Actin, alpha skeletal muscle",True
6t25,6t25_B,"Actin, alpha skeletal muscle",True
6t25,6t25_C,"Actin, alpha skeletal muscle",True
6t25,6t25_A,"Actin, alpha skeletal muscle",True
7bt7,7bt7_A,"Actin, alpha skeletal muscle",True
7bt7,7bt7_B,"Actin, alpha skeletal muscle",True
7bt7,7bt7_C,"Actin, alpha skeletal muscle",True
7bt7,7bt7_D,"Actin, alpha skeletal muscle",True
7bt7,7bt7_E,"Actin, alpha skeletal muscle",True
9p3d,9p3d_Q,"Actin, alpha skeletal muscle",True
9p3d,9p3d_R,"Actin, alpha skeletal muscle",True
9p3d,9p3d_S,"Actin, alpha skeletal muscle",True
9p3d,9p3d_c,Vibrio VopV,False
9p3d,9p3d_d,Vibrio VopV,False
9p3d,9p3d_T,"Actin, alpha skeletal muscle",True
9p3d,9p3d_e,Vibrio VopV,False
9p3d,9p3d_U,"Actin, alpha skeletal muscle",True
9p3d,9p3d_f,Vibrio VopV,False
9p3d,9p3d_V,"Actin, alpha skeletal muscle",True
9p3d,9p3d_g,Vibrio VopV,False
9p3d,9p3d_W,"Actin, alpha skeletal muscle",True
9p3d,9p3d_h,Vibrio VopV,False
9p3d,9p3d_X,"Actin, alpha skeletal muscle",True
9p3d,9p3d_i,Vibrio VopV,False
9p3d,9p3d_Y,"Actin, alpha skeletal muscle",True
9p3d,9p3d_j,Vibrio VopV,False
9p3d,9p3d_Z,"Actin, alpha skeletal muscle",True
9p3d,9p3d_k,Vibrio VopV,False
9p3d,9p3d_a,"Actin, alpha skeletal muscle",True
9p3d,9p3d_l,Vibrio VopV,False
9p3d,9p3d_m,Vibrio VopV,False
6d8c,6d8c_L,"Actin, alpha skeletal muscle",True
6d8c,6d8c_J,"Actin, alpha skeletal muscle",True
6d8c,6d8c_K,"Actin, alpha skeletal muscle",True
6d8c,6d8c_H,"Actin, alpha skeletal muscle",True
6d8c,6d8c_C,Filamin-A,False
6d8c,6d8c_M,"Actin, alpha skeletal muscle",True
6d8c,6d8c_D,Filamin-A,False
6d8c,6d8c_E,Filamin-A,False
6d8c,6d8c_A,Filamin-A,False
6d8c,6d8c_B,Filamin-A,False
7bti,7bti_A,"Actin, alpha skeletal muscle",True
7bti,7bti_B,"Actin, alpha skeletal muscle",True
7bti,7bti_C,"Actin, alpha skeletal muscle",True
7bti,7bti_D,"Actin, alpha skeletal muscle",True
7bti,7bti_E,"Actin, alpha skeletal muscle",True
5oof,5oof_D,"Actin, alpha skeletal muscle",True
5oof,5oof_E,"Actin, alpha skeletal muscle",True
5oof,5oof_B,"Actin, alpha skeletal muscle",True
5oof,5oof_C,"Actin, alpha skeletal muscle",True
5oof,5oof_A,"Actin, alpha skeletal muscle",True
6m5g,6m5g_A,"Actin, alpha skeletal muscle",True
6m5g,6m5g_B,"Actin, alpha skeletal muscle",True
6m5g,6m5g_C,"Actin, alpha skeletal muscle",True
6m5g,6m5g_G,Utrophin,False
6m5g,6m5g_D,"Actin, alpha skeletal muscle",True
6m5g,6m5g_F,Utrophin,False
6m5g,6m5g_E,"Actin, alpha skeletal muscle",True
6m5g,6m5g_H,Utrophin,False
8uz1,8uz1_J,"Actin, alpha skeletal muscle",True
8uz1,8uz1_K,"Actin, alpha skeletal muscle",True
8uz1,8uz1_L,"Actin, alpha skeletal muscle",True
8uz1,8uz1_M,"Actin, alpha skeletal muscle",True
8uz1,8uz1_N,"Actin, alpha skeletal muscle",True
8uz1,8uz1_O,"Actin, alpha skeletal muscle",True
8uz1,8uz1_P,"Actin, alpha skeletal muscle",True
8uz1,8uz1_Q,"Actin, alpha skeletal muscle",True
8uz1,8uz1_R,"Actin, alpha skeletal muscle",True
8dmy,8dmy_A,"Actin, alpha cardiac muscle 1",True
8dmy,8dmy_B,"Actin, alpha cardiac muscle 1",True
8dmy,8dmy_C,"Actin, alpha cardiac muscle 1",True
8dmy,8dmy_D,"Actin, alpha cardiac muscle 1",True
8vfm,8vfm_B,Cell invasion protein SipA,False
8vfm,8vfm_J,"Actin, alpha skeletal muscle",True
8vfm,8vfm_W,"Actin, alpha skeletal muscle",True
8vfm,8vfm_A,Cell invasion protein SipA,False
8vfm,8vfm_L,"Actin, alpha skeletal muscle",True
8vfm,8vfm_M,"Actin, alpha skeletal muscle",True
8vfm,8vfm_S,"Actin, alpha skeletal muscle",True
8vfm,8vfm_U,"Actin, alpha skeletal muscle",True
8vfm,8vfm_C,Cell invasion protein SipA,False
8vfm,8vfm_I,Cell invasion protein SipA,False
8vfm,8vfm_N,"Actin, alpha skeletal muscle",True
8vfm,8vfm_R,"Actin, alpha skeletal muscle",True
5ooe,5ooe_C,"Actin, alpha skeletal muscle",True
5ooe,5ooe_B,"Actin, alpha skeletal muscle",True
5ooe,5ooe_A,"Actin, alpha skeletal muscle",True
5ooe,5ooe_E,"Actin, alpha skeletal muscle",True
5ooe,5ooe_D,"Actin, alpha skeletal muscle",True
6w17,6w17_A,Actin-related protein 3,False
6w17,6w17_B,Actin-related protein 2,False
6w17,6w17_D,Actin-related protein 2/3 complex subunit 2,False
6w17,6w17_E,Actin-related protein 2/3 complex subunit 3,False
6w17,6w17_F,Actin-related protein 2/3 complex subunit 4,False
6w17,6w17_I,"Actin, alpha skeletal muscle",True
6w17,6w17_C,Actin-related protein 2/3 complex subunit 1,False
6w17,6w17_G,Actin-related protein 2/3 complex subunit 5,False
6w17,6w17_J,"Actin, alpha skeletal muscle",True
6w17,6w17_H,Protein dip1,False
6w17,6w17_K,"Actin, alpha skeletal muscle",True
6w17,6w17_L,"Actin, alpha skeletal muscle",True
9c21,9c21_A,"Actin, cytoplasmic 1",True
9c21,9c21_B,"Actin, cytoplasmic 1",True
9c21,9c21_D,"Actin, cytoplasmic 1",True
9c21,9c21_C,"Actin, cytoplasmic 1",True
9c21,9c21_E,"Actin, cytoplasmic 1",True
9c21,9c21_F,"Actin, cytoplasmic 1",True
9zbl,9zbl_A,"Actin, alpha cardiac muscle 1",True
9zbl,9zbl_B,"Actin, alpha cardiac muscle 1",True
9zbl,9zbl_C,"Actin, alpha cardiac muscle 1",True
9zbl,9zbl_D,"Actin, alpha cardiac muscle 1",True
9zbl,9zbl_E,"Actin, alpha cardiac muscle 1",True
9zbl,9zbl_F,"Actin, alpha cardiac muscle 1",True
9zbl,9zbl_M,Tropomyosin alpha-1 chain,False
9zbl,9zbl_N,Tropomyosin alpha-1 chain,False
9zbl,9zbl_O,Tropomyosin alpha-1 chain,False
9zbl,9zbl_P,Tropomyosin alpha-1 chain,False
6wvt,6wvt_B,"Actin, alpha skeletal muscle",True
6wvt,6wvt_D,"Actin, alpha skeletal muscle",True
6wvt,6wvt_I,"Actin, alpha skeletal muscle",True
6wvt,6wvt_N,Catenin alpha-1,False
6wvt,6wvt_E,"Actin, alpha skeletal muscle",True
6wvt,6wvt_K,Catenin alpha-1,False
6wvt,6wvt_L,Catenin alpha-1,False
6wvt,6wvt_F,"Actin, alpha skeletal muscle",True
6wvt,6wvt_H,"Actin, alpha skeletal muscle",True
6wvt,6wvt_O,Catenin alpha-1,False
6wvt,6wvt_Q,Catenin alpha-1,False
6wvt,6wvt_X,Catenin alpha-1,False
5ood,5ood_B,"Actin, alpha skeletal muscle",True
5ood,5ood_C,"Actin, alpha skeletal muscle",True
5ood,5ood_A,"Actin, alpha skeletal muscle",True
5ood,5ood_D,"Actin, alpha skeletal muscle",True
5ood,5ood_E,"Actin, alpha skeletal muscle",True
8uz0,8uz0_J,"Actin, alpha skeletal muscle",True
8uz0,8uz0_K,"Actin, alpha skeletal muscle",True
8uz0,8uz0_L,"Actin, alpha skeletal muscle",True
8uz0,8uz0_M,"Actin, alpha skeletal muscle",True
8uz0,8uz0_N,"Actin, alpha skeletal muscle",True
8uz0,8uz0_O,"Actin, alpha skeletal muscle",True
8uz0,8uz0_P,"Actin, alpha skeletal muscle",True
8uz0,8uz0_Q,"Actin, alpha skeletal muscle",True
8uz0,8uz0_R,"Actin, alpha skeletal muscle",True
9e2e,9e2e_A,"Actin, alpha cardiac muscle 1",True
9e2e,9e2e_B,"Actin, alpha cardiac muscle 1",True
9e2e,9e2e_C,"Actin, alpha cardiac muscle 1",True
9e2e,9e2e_K,"Isoform A2 of Troponin T, cardiac muscle",False
9e2e,9e2e_D,"Actin, alpha cardiac muscle 1",True
9e2e,9e2e_N,Tropomyosin alpha-1 chain,False
9e2e,9e2e_P,"Isoform A2 of Troponin T, cardiac muscle",False
9e2e,9e2e_E,"Actin, alpha cardiac muscle 1",True
9e2e,9e2e_G,Tropomyosin alpha-1 chain,False
9e2e,9e2e_J,Tropomyosin alpha-1 chain,False
9e2e,9e2e_F,"Actin, alpha cardiac muscle 1",True
9e2e,9e2e_L,Tropomyosin alpha-1 chain,False
9e2e,9e2e_O,Tropomyosin alpha-1 chain,False
9e2e,9e2e_H,Tropomyosin alpha-1 chain,False
9e2e,9e2e_I,Tropomyosin alpha-1 chain,False
9e2e,9e2e_M,Tropomyosin alpha-1 chain,False
5ooc,5ooc_A,"Actin, alpha skeletal muscle",True
5ooc,5ooc_C,"Actin, alpha skeletal muscle",True
5ooc,5ooc_B,"Actin, alpha skeletal muscle",True
5ooc,5ooc_E,"Actin, alpha skeletal muscle",True
5ooc,5ooc_D,"Actin, alpha skeletal muscle",True
8pvx,8pvx_C,"Actin, alpha skeletal muscle",True
8pvx,8pvx_E,"Actin, alpha skeletal muscle",True
8pvx,8pvx_A,"Actin, alpha skeletal muscle",True
8pvx,8pvx_D,"Actin, alpha skeletal muscle",True
8pvx,8pvx_B,"Actin, alpha skeletal muscle",True
6vec,6vec_A,"Actin, alpha skeletal muscle",True
6vec,6vec_B,"Actin, alpha skeletal muscle",True
6vec,6vec_C,"Actin, alpha skeletal muscle",True
6vec,6vec_D,"Actin, alpha skeletal muscle",True
6vec,6vec_E,"Actin, alpha skeletal muscle",True
6vec,6vec_a,Epididymis secretory protein Li 37,False
6vec,6vec_e,Epididymis secretory protein Li 37,False
6vec,6vec_F,"Actin, alpha skeletal muscle",True
6vec,6vec_b,Epididymis secretory protein Li 37,False
6vec,6vec_c,Epididymis secretory protein Li 37,False
6vec,6vec_G,"Actin, alpha skeletal muscle",True
6vec,6vec_g,Epididymis secretory protein Li 37,False
6vec,6vec_H,"Actin, alpha skeletal muscle",True
6vec,6vec_d,Epididymis secretory protein Li 37,False
6vec,6vec_I,"Actin, alpha skeletal muscle",True
6vec,6vec_i,Epididymis secretory protein Li 37,False
6vec,6vec_J,"Actin, alpha skeletal muscle",True
6vec,6vec_f,Epididymis secretory protein Li 37,False
6vec,6vec_K,"Actin, alpha skeletal muscle",True
6vec,6vec_k,Epididymis secretory protein Li 37,False
6vec,6vec_h,Epididymis secretory protein Li 37,False
6vec,6vec_j,Epididymis secretory protein Li 37,False
6fhl,6fhl_C,"Actin, alpha skeletal muscle",True
6fhl,6fhl_B,"Actin, alpha skeletal muscle",True
6fhl,6fhl_A,"Actin, alpha skeletal muscle",True
6fhl,6fhl_E,"Actin, alpha skeletal muscle",True
6fhl,6fhl_D,"Actin, alpha skeletal muscle",True
8efh,8efh_A,beta-cardiac myosin II,False
8efh,8efh_F,"Actin, alpha cardiac muscle 1",True
8efh,8efh_B,"Actin, alpha cardiac muscle 1",True
8efh,8efh_C,"Actin, alpha cardiac muscle 1",True
8efh,8efh_D,"Actin, alpha cardiac muscle 1",True
8efh,8efh_E,"Actin, alpha cardiac muscle 1",True
8efh,8efh_O,Tropomyosin alpha-1 chain,False
8efh,8efh_P,Tropomyosin alpha-1 chain,False
8zbn,8zbn_B,"Actin, alpha cardiac muscle 1",True
8zbn,8zbn_I,"Actin, alpha cardiac muscle 1",True
8zbn,8zbn_J,"Actin, alpha cardiac muscle 1",True
8zbn,8zbn_K,"Actin, alpha cardiac muscle 1",True
8zbn,8zbn_M,"Actin, alpha cardiac muscle 1",True
8zbn,8zbn_S,Tropomyosin alpha-1 chain,False
8zbn,8zbn_A,Myosin-6,False
8zbn,8zbn_C,Myosin-6,False
8zbn,8zbn_D,"Actin, alpha cardiac muscle 1",True
8zbn,8zbn_R,Tropomyosin alpha-1 chain,False
8zbn,8zbn_H,Myosin-6,False
8zbn,8zbn_L,Myosin-6,False
8zbn,8zbn_U,Tropomyosin alpha-1 chain,False
8zbn,8zbn_T,Tropomyosin alpha-1 chain,False
8zbn,8zbn_F,Myosin-6,False
8zbn,8zbn_G,Myosin-6,False
8p94,8p94_A,Actin-related protein 3,False
8p94,8p94_B,Actin-related protein 2,False
8p94,8p94_D,Actin-related protein 2/3 complex subunit 2,False
8p94,8p94_E,Actin-related protein 2/3 complex subunit 3,False
8p94,8p94_F,Actin-related protein 2/3 complex subunit 4,False
8p94,8p94_I,Src substrate cortactin,False
8p94,8p94_J,"Actin, cytoplasmic 1",True
8p94,8p94_P,"Actin, cytoplasmic 1",True
8p94,8p94_Q,"Actin, cytoplasmic 1",True
8p94,8p94_R,"Actin, cytoplasmic 1",True
8p94,8p94_C,Actin-related protein 2/3 complex subunit 1B,False
8p94,8p94_G,Actin-related protein 2/3 complex subunit 5-like protein,False
8p94,8p94_K,"Actin, cytoplasmic 1",True
8p94,8p94_S,"Actin, cytoplasmic 1",True
8p94,8p94_N,"Actin, cytoplasmic 1",True
8p94,8p94_H,"Actin, cytoplasmic 1",True
8p94,8p94_U,F-actin-capping protein subunit alpha-1,False
8p94,8p94_V,Isoform 2 of F-actin-capping protein subunit beta,False
8p94,8p94_W,"Actin, cytoplasmic 1",True
8p94,8p94_O,"Actin, cytoplasmic 1",True
8uxx,8uxx_A,Actin-related protein 3,False
8uxx,8uxx_B,Actin-related protein 2,False
8uxx,8uxx_D,Actin-related protein 2/3 complex subunit 2,False
8uxx,8uxx_E,Actin-related protein 2/3 complex subunit 3,False
8uxx,8uxx_F,Actin-related protein 2/3 complex subunit 4,False
8uxx,8uxx_H,"Actin, alpha skeletal muscle",True
8uxx,8uxx_O,"Actin, alpha skeletal muscle",True
8uxx,8uxx_P,"Actin, alpha skeletal muscle",True
8uxx,8uxx_C,Actin-related protein 2/3 complex subunit 1,False
8uxx,8uxx_G,Actin-related protein 2/3 complex subunit 5,False
8uxx,8uxx_I,"Actin, alpha skeletal muscle",True
8uxx,8uxx_Q,"Actin, alpha skeletal muscle",True
8uxx,8uxx_R,"Actin, alpha skeletal muscle",True
8uxx,8uxx_M,"Actin, alpha skeletal muscle",True
8uxx,8uxx_N,"Actin, alpha skeletal muscle",True
5yu8,5yu8_J,Cofilin-2,False
5yu8,5yu8_E,"Actin, alpha skeletal muscle",True
5yu8,5yu8_C,"Actin, alpha skeletal muscle",True
5yu8,5yu8_H,Cofilin-2,False
5yu8,5yu8_A,"Actin, alpha skeletal muscle",True
5yu8,5yu8_I,Cofilin-2,False
5yu8,5yu8_D,"Actin, alpha skeletal muscle",True
5yu8,5yu8_B,"Actin, alpha skeletal muscle",True
8dd0,8dd0_A,"Actin, alpha cardiac muscle 1",True
8dd0,8dd0_B,"Actin, alpha cardiac muscle 1",True
8dd0,8dd0_C,"Actin, alpha cardiac muscle 1",True
8dd0,8dd0_I,Tropomyosin alpha-1 chain,False
8dd0,8dd0_K,"Troponin T2, cardiac type",False
8dd0,8dd0_D,"Actin, alpha cardiac muscle 1",True
8dd0,8dd0_N,Tropomyosin alpha-1 chain,False
8dd0,8dd0_P,"Troponin T2, cardiac type",False
8dd0,8dd0_E,"Actin, alpha cardiac muscle 1",True
8dd0,8dd0_G,Tropomyosin alpha-1 chain,False
8dd0,8dd0_J,Tropomyosin alpha-1 chain,False
8dd0,8dd0_F,"Actin, alpha cardiac muscle 1",True
8dd0,8dd0_L,Tropomyosin alpha-1 chain,False
8dd0,8dd0_O,Tropomyosin alpha-1 chain,False
8dd0,8dd0_H,Tropomyosin alpha-1 chain,False
8dd0,8dd0_M,Tropomyosin alpha-1 chain,False
7ad9,7ad9_B,"Actin, alpha skeletal muscle",True
7ad9,7ad9_D,"Actin, alpha skeletal muscle",True
7ad9,7ad9_H,"Actin, alpha skeletal muscle",True
7ad9,7ad9_F,"Actin, alpha skeletal muscle",True
7ad9,7ad9_I,"Actin, alpha skeletal muscle",True
8v30,8v30_A,"Actin, gamma-enteric smooth muscle",True
8v30,8v30_B,"Actin, gamma-enteric smooth muscle",True
8v30,8v30_C,"Actin, gamma-enteric smooth muscle",True
8v30,8v30_D,"Actin, gamma-enteric smooth muscle",True
8v30,8v30_E,"Actin, gamma-enteric smooth muscle",True
6c1g,6c1g_B,"Actin, alpha skeletal muscle",True
6c1g,6c1g_C,"Actin, alpha skeletal muscle",True
6c1g,6c1g_A,"Actin, alpha skeletal muscle",True
6c1g,6c1g_D,"Actin, alpha skeletal muscle",True
6c1g,6c1g_P,Unconventional myosin-Ib,False
6c1g,6c1g_E,"Actin, alpha skeletal muscle",True
6c1g,6c1g_R,Calmodulin,False
8uxw,8uxw_A,Actin-related protein 3,False
8uxw,8uxw_B,Actin-related protein 2,False
8uxw,8uxw_D,Actin-related protein 2/3 complex subunit 2,False
8uxw,8uxw_E,Actin-related protein 2/3 complex subunit 3,False
8uxw,8uxw_F,Actin-related protein 2/3 complex subunit 4,False
8uxw,8uxw_H,"Actin, alpha skeletal muscle",True
8uxw,8uxw_O,"Actin, alpha skeletal muscle",True
8uxw,8uxw_P,"Actin, alpha skeletal muscle",True
8uxw,8uxw_C,Actin-related protein 2/3 complex subunit 1,False
8uxw,8uxw_G,Actin-related protein 2/3 complex subunit 5,False
8uxw,8uxw_I,"Actin, alpha skeletal muscle",True
8uxw,8uxw_Q,"Actin, alpha skeletal muscle",True
8uxw,8uxw_R,"Actin, alpha skeletal muscle",True
8uxw,8uxw_M,"Actin, alpha skeletal muscle",True
8uxw,8uxw_N,"Actin, alpha skeletal muscle",True
8enc,8enc_M,Myosin-7,False
8enc,8enc_B,"Actin, alpha cardiac muscle 1",True
8enc,8enc_F,"Actin, alpha cardiac muscle 1",True
8enc,8enc_D,"Actin, alpha cardiac muscle 1",True
8enc,8enc_P,Tropomyosin alpha-1 chain,False
8enc,8enc_C,"Actin, alpha cardiac muscle 1",True
8enc,8enc_E,"Actin, alpha cardiac muscle 1",True
8enc,8enc_O,Tropomyosin alpha-1 chain,False
8oi6,8oi6_A,"Actin, cytoplasmic 1",True
8oi6,8oi6_B,"Actin, cytoplasmic 1",True
8oi6,8oi6_C,"Actin, cytoplasmic 1",True
8oi6,8oi6_D,"Actin, cytoplasmic 1",True
8v2z,8v2z_A,"Actin, gamma-enteric smooth muscle",True
8v2z,8v2z_B,"Actin, gamma-enteric smooth muscle",True
